1,1,"In the beginning God created the heavens and the earth."
1,2,"Now the earth was formless and empty, darkness was over the surface of the deep, and the Spirit of God was hovering over the waters."
1,3,"And God said, “Let there be light,” and there was light."
1,4,"God saw that the light was good, and he separated the light from the darkness."
1,5,"God called the light “day,” and the darkness he called “night.” And there was evening, and there was morning—the first day."
1,6,"And God said, “Let there be a vault between the waters to separate water from water.”"
1,7,"So God made the vault and separated the water under the vault from the water above it. And it was so."
1,8,"God called the vault “sky.” And there was evening, and there was morning—the second day."
1,9,"And God said, “Let the water under the sky be gathered to one place, and let dry ground appear.” And it was so."
1,10,"God called the dry ground “land,” and the gathered waters he called “seas.” And God saw that it was good."
1,11,"Then God said, “Let the land produce vegetation: seed-bearing plants and trees on the land that bear fruit with seed in it, according to their various kinds.” And it was so."
1,12,"The land produced vegetation: plants bearing seed according to their kinds and trees bearing fruit with seed in it according to their kinds. And God saw that it was good."
1,13,"And there was evening, and there was morning—the third day."
1,14,"And God said, “Let there be lights in the vault of the sky to separate the day from the night, and let them serve as signs to mark sacred times, and days and years,"
1,15,"and let them be lights in the vault of the sky to give light on the earth.” And it was so."
1,16,"God made two great lights—the greater light to govern the day and the lesser light to govern the night. He also made the stars."
1,17,"God set them in the vault of the sky to give light on the earth,"
1,18,"to govern the day and the night, and to separate light from darkness. And God saw that it was good."
1,19,"And there was evening, and there was morning—the fourth day."
1,20,"And God said, “Let the water teem with living creatures, and let birds fly above the earth across the vault of the sky.”"
1,21,"So God created the great creatures of the sea and every living thing with which the water teems and that moves about in it, according to their kinds, and every winged bird according to its kind. And God saw that it was good."
1,22,"God blessed them and said, “Be fruitful and increase in number and fill the water in the seas, and let the birds increase on the earth.”"
1,23,"And there was evening, and there was morning—the fifth day."
1,24,"And God said, “Let the land produce living creatures according to their kinds: the livestock, the creatures that move along the ground, and the wild animals, each according to its kind.” And it was so."
1,25,"God made the wild animals according to their kinds, the livestock according to their kinds, and all the creatures that move along the ground according to their kinds. And God saw that it was good."
1,26,"Then God said, “Let us make mankind in our image, in our likeness, so that they may rule over the fish in the sea and the birds in the sky, over the livestock and all the wild animals, and over all the creatures that move along the ground.”"
1,27,"So God created mankind in his own image, in the image of God he created them; male and female he created them."
1,28,"God blessed them and said to them, “Be fruitful and increase in number; fill the earth and subdue it. Rule over the fish in the sea and the birds in the sky and over every living creature that moves on the ground.”"
1,29,"Then God said, “I give you every seed-bearing plant on the face of the whole earth and every tree that has fruit with seed in it. They will be yours for food."
1,30,"And to all the beasts of the earth and all the birds in the sky and all the creatures that move along the ground—everything that has the breath of life in it—I give every green plant for food.” And it was so."
1,31,"God saw all that he had made, and it was very good. And there was evening, and there was morning—the sixth day."
2,1,"Thus the heavens and the earth were completed in all their vast array."
2,2,"By the seventh day God had finished the work he had been doing; so on the seventh day he rested from all his work."
2,3,"Then God blessed the seventh day and made it holy, because on it he rested from all the work of creating that he had done."
2,4,"This is the account of the heavens and the earth when they were created, when the Lord God made the earth and the heavens."
2,5,"Now no shrub had yet appeared on the earth and no plant had yet sprung up, for the Lord God had not sent rain on the earth and there was no one to work the ground,"
2,6,"but streams came up from the earth and watered the whole surface of the ground."
2,7,"Then the Lord God formed a man from the dust of the ground and breathed into his nostrils the breath of life, and the man became a living being."
2,8,"Now the Lord God had planted a garden in the east, in Eden; and there he put the man he had formed."
2,9,"The Lord God made all kinds of trees grow out of the ground—trees that were pleasing to the eye and good for food. In the middle of the garden were the tree of life and the tree of the knowledge of good and evil."
2,10,"A river watering the garden flowed from Eden; from there it was separated into four headwaters."
2,11,"The name of the first is the Pishon; it winds through the entire land of Havilah, where there is gold."
2,12,"(The gold of that land is good; aromatic resin and onyx are also there.)"
2,13,"The name of the second river is the Gihon; it winds through the entire land of Cush."
2,14,"The name of the third river is the Tigris; it runs along the east side of Ashur. And the fourth river is the Euphrates."
2,15,"The Lord God took the man and put him in the Garden of Eden to work it and take care of it."
2,16,"And the Lord God commanded the man, “You are free to eat from any tree in the garden;"
2,17,"but you must not eat from the tree of the knowledge of good and evil, for when you eat from it you will certainly die.”"
